ID,LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,TotalBsmtSF,CentralAir,GrLivArea,SalePrice
House 1270,13728,Edwards,6,1935,Stucco,1127,Y,2108,235000
House 1271,35760,Northridge,10,1995,Hard Board,1930,Y,3627,625000
House 1272,9880,Mitchell,6,1977,Plywood,1096,Y,1118,171000
House 1273,9120,North Ames,6,1958,Metal Siding,1261,Y,1261,163000
House 1274,4017,Somerset,7,2006,Metal Siding,625,Y,1250,171900
House 1275,18030,Clear Creek,5,1946,Metal Siding,1598,Y,3086,200500
House 1276,16560,Crawford,6,1932,Wood Siding,952,Y,2345,239000
House 1277,10678,Northridge,8,1992,Hard Board,1683,Y,2872,285000
House 1278,6951,Mitchell,5,1984,Hard Board,876,Y,923,119500
House 1279,3950,Old Town,6,1926,Metal Siding,818,Y,1224,115000
House 1280,7681,Crawford,5,1921,Wood Siding,731,Y,1343,154900
House 1281,8335,Edwards,5,1954,Wood Siding,0,Y,1124,93000
House 1282,11170,Timberland,7,1990,Metal Siding,1216,Y,2514,250000
House 1283,5587,Crawford,8,2008,Cement Board,1600,Y,1652,392500
House 1284,15623,Northridge,10,1996,Wood Siding,2396,Y,4476,745000
House 1285,10800,Old Town,5,1920,Stucco,1120,Y,1130,120000
House 1286,35133,Timberland,5,1963,Metal Siding,1572,Y,1572,186700
House 1287,9738,Edwards,5,1924,Asbestos Shingles,784,Y,1221,104900
House 1288,10615,Old Town,3,1900,Hard Board,978,Y,1699,95000
House 1289,12461,Northridge,8,1994,Imitation Stucco,1624,Y,1624,262000
House 1290,8935,College Creek,7,2002,Vinyl Siding,831,Y,1660,195000
House 1291,7500,Gilbert,7,1999,Vinyl Siding,994,Y,1804,189000
House 1292,32463,Mitchell,4,1961,Metal Siding,1249,Y,1622,168000
House 1293,2645,Somerset,8,1999,Metal Siding,776,Y,1441,174000
House 1294,9600,Old Town,5,1925,Vinyl Siding,702,Y,1472,125000
House 1295,4500,Mitchell,6,1999,Vinyl Siding,1224,Y,1224,165000
House 1296,9364,Sawyer,6,1969,Hard Board,663,Y,1352,158000
House 1297,8029,Gilbert,6,2005,Vinyl Siding,728,Y,1456,176000
House 1298,14054,Gilbert,7,2006,Vinyl Siding,879,Y,1863,219210
House 1299,8850,Old Town,7,1916,Metal Siding,815,Y,1690,144000
House 1300,9100,College Creek,7,2001,Vinyl Siding,1212,Y,1212,178000
House 1301,11235,Sawyer,4,1963,Hard Board,1051,Y,1382,148000
House 1302,9353,North Ames,4,1970,Metal Siding,864,Y,864,116050
House 1303,10400,College Creek,7,1998,Vinyl Siding,866,Y,1779,197900
House 1304,6000,Brookside,5,1925,Wood Siding,884,Y,1348,117000
House 1305,9750,College Creek,7,2000,Vinyl Siding,1630,Y,1630,213000
House 1306,10140,Northwest Ames,5,1975,Hard Board,1056,Y,1074,153500
House 1307,14684,Sawyer West,7,1990,Hard Board,2158,Y,2196,271900
House 1308,8900,Sawyer West,4,1966,Hard Board,1056,Y,1056,107000
House 1309,9135,College Creek,6,2003,Vinyl Siding,1682,Y,1700,200000
House 1310,7763,North Ames,5,1962,Metal Siding,931,Y,1283,140000
House 1311,10182,Somerset,8,2006,Vinyl Siding,1660,Y,1660,290000
House 1312,11218,Sawyer West,6,1992,Wood Siding,1055,Y,1845,189000
House 1313,12134,Gilbert,8,1988,Wood Siding,559,Y,1752,164000
House 1314,9340,Edwards,4,1941,Metal Siding,672,Y,672,113000
House 1315,10246,Sawyer,4,1965,Vinyl Siding,648,Y,960,145000
House 1316,10205,North Ames,5,1962,Metal Siding,925,Y,999,134500
House 1317,7094,Sawyer,5,1966,Vinyl Siding,894,Y,894,125000
House 1318,8930,Sawyer,6,1978,Vinyl Siding,0,Y,1902,112000
House 1319,8640,Somerset,8,2009,Cement Board,1300,Y,1314,229456
House 1320,6240,Brookside,4,1947,Asbestos Shingles,0,N,912,80500
House 1321,1680,Briardale,6,1971,Cement Board,672,Y,1218,91500
House 1322,7800,North Ames,5,1964,Wood Siding,912,Y,912,115000
House 1323,8250,Sawyer,5,1968,Hard Board,952,Y,1211,134000
House 1324,10496,North Ames,6,1949,Wood Siding,1040,Y,1846,143000
House 1325,10680,North Ames,5,1951,Wood Siding,2136,N,2136,137900
House 1326,15384,Gilbert,7,2004,Vinyl Siding,788,Y,1490,184000
House 1327,10482,North Ames,6,1958,Vinyl Siding,588,Y,1138,145000
House 1328,14598,Somerset,6,2007,Vinyl Siding,894,Y,1933,214000
House 1329,8872,North Ames,5,1965,Vinyl Siding,912,Y,912,147000
House 1330,8769,Northridge Heights,9,2008,Metal Siding,1702,Y,1702,367294
House 1331,7910,North Ames,5,1960,Brick Face,1075,Y,1507,127000
House 1332,18890,Sawyer,5,1977,Plywood,1361,Y,2620,190000
House 1333,7728,North Ames,5,1962,Wood Siding,1106,Y,1190,132500
House 1334,9842,North Ames,4,1962,Hard Board,0,Y,1224,101800
House 1335,12160,North Ames,5,1959,Plywood,1188,Y,1188,142000
House 1336,8525,South & West of Iowa State University,5,1911,Metal Siding,940,N,1964,130000
House 1337,13132,Crawford,5,1914,Wood Siding,747,Y,1784,138887
House 1338,2628,Northridge Heights,7,2003,Vinyl Siding,764,Y,1626,175500
House 1339,12393,College Creek,7,2004,Vinyl Siding,847,Y,1948,195000
House 1340,13072,Sawyer West,6,2005,Vinyl Siding,1141,Y,1141,142500
House 1341,9037,Timberland,8,2006,Vinyl Siding,1476,Y,1484,265900
House 1342,8158,College Creek,7,2003,Vinyl Siding,884,Y,1768,224900
House 1343,9849,Somerset,7,2007,Vinyl Siding,1689,Y,1689,248328
House 1344,10625,Northwest Ames,7,1974,Plywood,1053,Y,1173,170000
House 1345,13891,Northridge Heights,10,2006,Vinyl Siding,2076,Y,2076,465000
House 1346,11435,Crawford,8,1929,Brick Face,792,Y,1517,230000
House 1347,12090,Northwest Ames,6,1984,Vinyl Siding,585,Y,1868,178000
House 1348,8125,Somerset,7,2005,Vinyl Siding,756,Y,1553,186500
House 1349,12328,Mitchell,6,1976,Hard Board,1012,Y,1034,169900
House 1350,9600,Old Town,6,1917,Asbestos Shingles,735,N,2058,129500
House 1351,7200,North Ames,5,1950,Metal Siding,876,Y,988,119000
House 1352,11160,North Ames,7,1968,Brick Face,2110,Y,2110,244000
House 1353,3136,Northridge Heights,7,2003,Vinyl Siding,1405,Y,1405,171750
House 1354,9858,Mitchell,5,1968,Hard Board,864,Y,874,130000
House 1355,17542,Veenker,7,1974,Wood Siding,1192,Y,2167,294000
House 1356,6931,Edwards,7,2003,Vinyl Siding,746,Y,1656,165400
House 1357,6240,Brookside,6,1931,Wood Siding,884,Y,1367,127500
House 1358,14303,Northridge,8,1994,Hard Board,1986,Y,1987,301500
House 1359,4060,Edwards,5,1922,Wood Siding,864,Y,864,99900
House 1360,9587,Gilbert,7,2005,Vinyl Siding,856,Y,1166,190000
House 1361,9750,North Ames,6,1969,Hard Board,1054,Y,1054,151000
House 1362,24682,Gilbert,6,1999,Vinyl Siding,841,Y,1675,181000
House 1363,9600,North Ames,5,1956,Metal Siding,1050,Y,1050,128900
House 1364,11250,Clear Creek,4,1957,Wood Siding,1104,Y,1788,161500
House 1365,13515,Brookside,6,1919,Wood Siding,764,Y,1824,180500
House 1366,4060,North Ames,6,1998,Metal Siding,1405,Y,1337,181000
House 1367,3735,Somerset,7,1999,Metal Siding,691,Y,1452,183900
House 1368,10120,Old Town,7,1910,Wood Siding,925,N,1889,122000
House 1369,13214,Timberland,9,2008,Stucco,2002,Y,2018,378500
House 1370,14100,Crawford,8,1935,Stucco,728,Y,3447,381000
House 1371,11344,North Ames,5,1958,Metal Siding,874,Y,1524,144000
House 1372,23595,Clear Creek,7,1979,Plywood,1332,Y,1524,260000
House 1373,9156,Northwest Ames,6,1968,Brick Face,1489,Y,1489,185750
House 1374,13526,Sawyer,5,1965,Hard Board,935,Y,935,137000
House 1375,11512,Edwards,6,1959,Plywood,1019,Y,1357,177000
House 1376,5362,Crawford,5,1910,Wood Siding,661,Y,1250,139000
House 1377,11345,North Ames,5,1948,Asbestos Shingles,928,Y,1920,137000
House 1378,12936,Northwest Ames,6,1972,Hard Board,723,Y,1395,162000
House 1379,17871,Northwest Ames,6,1967,Hard Board,1680,Y,1724,197900
House 1380,9473,College Creek,8,2002,Vinyl Siding,1128,Y,2031,237000
House 1381,7500,Iowa DOT and Rail Road,4,1920,Metal Siding,698,Y,1128,68400
House 1382,9808,College Creek,7,2002,Vinyl Siding,1573,Y,1573,227000
House 1383,8049,Timberland,7,1990,Hard Board,1309,Y,1339,180000
House 1384,8800,College Creek,5,1977,Hard Board,1040,Y,1040,150500
House 1385,9400,Mitchell,6,1971,Metal Siding,912,Y,1824,139000
House 1386,9638,South & West of Iowa State University,6,1919,Wood Siding,804,Y,2447,169000
House 1387,6000,Brookside,6,1939,Metal Siding,780,Y,1412,132500
House 1388,9790,Northwest Ames,6,1963,Hard Board,1328,Y,1328,143000
House 1389,36500,Clear Creek,5,1964,Wood Siding,1624,Y,1582,190000
House 1390,5664,Stone Brook,8,2000,Cement Board,1501,Y,1659,278000
House 1391,11065,Northridge Heights,8,2006,Vinyl Siding,1085,Y,1970,281000
House 1392,14112,North Ames,5,1964,Wood Siding,1152,Y,1152,180500
House 1393,1680,Briardale,5,1972,Cement Board,630,Y,1302,119500
House 1394,6600,Old Town,5,1892,Wood Siding,994,N,2372,107500
House 1395,10140,Northwest Ames,7,1976,Hard Board,832,Y,1664,162900
House 1396,8172,Edwards,5,1955,Wood Shingles,864,Y,864,115000
House 1397,8400,North Ames,5,1968,Hard Board,1052,Y,1052,138500
House 1398,8700,North Ames,5,1963,Metal Siding,1120,Y,1128,155000
House 1399,3675,Edwards,6,2005,Vinyl Siding,547,Y,1072,140000
House 1400,63887,Edwards,10,2008,Stucco,6110,Y,5642,160000
House 1401,7500,North Ames,5,1959,Brick Face,1246,Y,1246,154000
House 1402,10762,Gilbert,7,1999,Vinyl Siding,978,Y,1983,225000
House 1403,7500,Crawford,6,1942,Wood Siding,771,Y,1494,177500
House 1404,10120,Northridge,8,1994,Vinyl Siding,1165,Y,2526,290000
House 1405,8688,Somerset,7,2005,Vinyl Siding,1616,Y,1616,232000
House 1406,3363,Edwards,7,2004,Vinyl Siding,976,Y,1708,130000
House 1407,13173,Northridge Heights,9,2006,Vinyl Siding,1652,Y,1652,325000
House 1408,6955,Northridge Heights,7,2005,Vinyl Siding,1368,Y,1368,202500
House 1409,8072,College Creek,5,1994,Vinyl Siding,990,Y,990,138000
House 1410,12000,Old Town,5,1948,Metal Siding,924,Y,1122,147000
House 1411,7153,Sawyer West,6,1991,Hard Board,1278,Y,1294,179200
House 1412,17500,Crawford,7,1959,Brick Face,1902,Y,1902,335000
House 1413,8814,College Creek,7,2005,Vinyl Siding,1274,Y,1274,203000
House 1414,9572,Northridge,8,1990,Wood Siding,1453,Y,2810,302000
House 1415,14774,Northridge,9,1999,Vinyl Siding,1393,Y,2599,333168
House 1416,8190,Edwards,4,1954,Wood Siding,948,Y,948,119000
House 1417,11075,North Ames,6,1969,Hard Board,952,Y,2112,206900
House 1418,10226,College Creek,8,2008,Vinyl Siding,1622,Y,1630,295493
House 1419,4230,Somerset,7,2006,Vinyl Siding,1352,Y,1352,208900
House 1420,14781,College Creek,8,2001,Vinyl Siding,1753,Y,1787,275000
House 1421,10215,Edwards,4,1954,Wood Siding,864,Y,948,111000
House 1422,8400,North Ames,6,1957,Brick Face,1478,Y,1478,156500
House 1423,6627,Brookside,3,1949,Vinyl Siding,0,N,720,72500
House 1424,10186,Northridge,7,1992,Hard Board,750,Y,1923,190000
House 1425,5330,Brookside,4,1940,Vinyl Siding,420,Y,708,82500
House 1426,9986,Somerset,8,2006,Vinyl Siding,1795,Y,1795,147000
House 1427,3636,Iowa DOT and Rail Road,4,1922,Asbestos Shingles,796,N,796,55000
House 1428,4270,Edwards,3,1931,Metal Siding,544,Y,774,79000
House 1429,6600,Mitchell,5,1982,Vinyl Siding,816,Y,816,130500
House 1430,10440,Old Town,6,1920,Brick Face,1510,Y,2792,256000
House 1431,9084,Gilbert,7,1998,Vinyl Siding,935,Y,1632,176500
House 1432,10000,Somerset,8,2006,Vinyl Siding,1588,Y,1588,227000
House 1433,10780,College Creek,5,1976,Metal Siding,911,Y,954,132500
House 1434,8877,Edwards,4,1938,Metal Siding,816,Y,816,100000
House 1435,7200,Iowa DOT and Rail Road,5,1938,Wood Siding,803,Y,1360,125500
House 1436,2368,Briardale,5,1970,Hard Board,765,Y,1365,125000
House 1437,9650,Northwest Ames,6,1977,Plywood,1350,Y,1334,167900
House 1438,9246,Northwest Ames,5,1973,Plywood,1656,Y,1656,135000
House 1439,4118,Old Town,4,1941,Wood Siding,693,N,693,52500
House 1440,13450,College Creek,7,2002,Vinyl Siding,916,Y,1861,200000
House 1441,9560,College Creek,5,1972,Metal Siding,864,Y,864,128500
House 1442,8294,North Ames,4,1971,Metal Siding,858,Y,872,123000
House 1443,13695,Sawyer West,6,2003,Vinyl Siding,1114,Y,1114,155000
House 1444,9375,College Creek,8,2002,Vinyl Siding,1284,Y,2169,228500
House 1445,7558,Crawford,6,1928,Brick Face,896,Y,1913,177000
House 1446,11103,College Creek,7,2006,Vinyl Siding,728,Y,1456,155835
House 1447,6000,Old Town,4,1920,Metal Siding,960,Y,960,108500
House 1448,20781,Northwest Ames,7,1968,Brick Face,1568,Y,2156,262500
House 1449,15306,Timberland,8,2006,Vinyl Siding,1732,Y,1776,283463
House 1450,16196,Sawyer West,7,1998,Vinyl Siding,1482,Y,1494,215000
House 1451,5250,Old Town,8,1872,Metal Siding,684,N,2358,122000
House 1452,11643,North Ames,5,1969,Metal Siding,1248,Y,2634,200000
House 1453,9247,North Ames,6,1962,Hard Board,858,Y,1716,171000
House 1454,6000,Brookside,6,1937,Metal Siding,698,Y,1176,134900
House 1455,14720,Northridge,8,1995,Vinyl Siding,2033,Y,3238,410000
House 1456,10316,College Creek,7,2000,Vinyl Siding,992,Y,1865,235000
House 1457,10192,Northwest Ames,7,1968,Metal Siding,570,Y,1920,170000
House 1458,9477,North Ames,5,1966,Hard Board,864,Y,892,110000
House 1459,12537,North Ames,5,1971,Vinyl Siding,1078,Y,1078,149900
House 1460,2117,Somerset,6,2000,Metal Siding,756,Y,1573,177500
House 1461,16737,Northridge Heights,9,2004,Vinyl Siding,1980,Y,1980,315000
House 1462,9842,South & West of Iowa State University,5,1921,Metal Siding,612,Y,2601,189000
House 1463,16158,Stone Brook,7,2005,Vinyl Siding,1530,Y,1530,260000
House 1464,12513,North Ames,4,1920,Vinyl Siding,715,Y,1738,104900
House 1465,8499,Gilbert,6,2006,Vinyl Siding,616,Y,1412,156932
House 1466,3180,Somerset,7,2005,Metal Siding,600,Y,1200,144152
House 1467,7500,Somerset,7,2000,Vinyl Siding,814,Y,1674,216000
House 1468,9179,College Creek,7,1999,Vinyl Siding,873,Y,1790,193000
House 1469,2665,Meadow Village,5,1977,Cement Board,757,Y,1475,127000
House 1470,4435,College Creek,6,2003,Vinyl Siding,848,Y,848,144000
House 1471,10635,College Creek,8,2003,Vinyl Siding,1657,Y,1668,232000
House 1472,5400,Old Town,4,1920,Cinder Block,840,Y,1374,105000
House 1473,9600,North Ames,6,1955,Asbestos Shingles,992,Y,1661,165500
House 1474,9750,College Creek,7,1998,Vinyl Siding,1108,Y,2097,274300
House 1475,11400,Northridge,10,2001,Vinyl Siding,2633,Y,2633,466500
House 1476,10625,Somerset,7,2005,Cement Board,1026,Y,1958,250000
House 1477,10991,Timberland,8,2007,Vinyl Siding,1571,Y,1571,239000
House 1478,6292,South & West of Iowa State University,6,1930,Wood Siding,768,N,790,91000
House 1479,10998,Edwards,5,1941,Wood Siding,984,Y,1604,117000
House 1480,1953,Briardale,6,1973,Hard Board,483,Y,987,83000
House 1481,9735,Timberland,5,2006,Vinyl Siding,384,Y,1394,167500
House 1482,8212,Edwards,3,1914,Stucco,864,N,864,58500
House 1483,12925,North Ames,6,1970,Brick Face,1205,Y,2117,237500
House 1484,7200,Old Town,7,1920,Wood Siding,596,Y,1762,157000
House 1485,25339,Sawyer,5,1918,Wood Siding,816,Y,1416,112000
House 1486,9060,Edwards,6,1939,Wood Shingles,560,Y,1258,105000
House 1487,5436,Iowa DOT and Rail Road,4,1922,Vinyl Siding,796,Y,1154,125500
House 1488,16692,Northwest Ames,7,1978,Plywood,1392,Y,2784,250000
House 1489,8520,Old Town,6,1916,Stucco,714,N,2526,136000
House 1490,14892,Gilbert,9,2006,Vinyl Siding,1746,Y,1746,377500
House 1491,6000,Brookside,6,1941,Wood Siding,735,Y,1218,131000
House 1492,9100,College Creek,7,2000,Vinyl Siding,1525,Y,1525,235000
House 1493,8944,North Ames,5,1967,Plywood,1584,Y,1584,124000
House 1494,7838,North Ames,5,1967,Hard Board,864,Y,900,123000
House 1495,10800,Old Town,6,1905,Wood Siding,482,N,1912,163000
House 1496,4045,Bloomington Heights,7,2006,Vinyl Siding,1356,Y,1500,246578
House 1497,12665,Timberland,8,2005,Vinyl Siding,1094,Y,2482,281213
House 1498,57200,Timberland,5,1948,Wood Siding,747,Y,1687,160000
House 1499,6120,Brookside,5,1920,Metal Siding,939,Y,1513,137500
House 1500,7200,North Ames,5,1950,Vinyl Siding,1208,Y,1904,138000
House 1501,6171,South & West of Iowa State University,6,1925,Wood Shingles,976,Y,1608,137450
House 1502,6000,Brookside,6,1929,Wood Shingles,862,Y,1158,120000
House 1503,7415,Gilbert,6,2004,Vinyl Siding,839,Y,1593,193000
House 1504,6762,College Creek,7,2006,Vinyl Siding,1286,Y,1294,193879
House 1505,15256,Somerset,8,2007,Vinyl Siding,1485,Y,1464,282922
House 1506,10410,Old Town,3,1915,Wood Siding,672,Y,1214,105000
House 1507,3842,Crawford,8,2004,Cement Board,1594,Y,1646,275000
House 1508,8445,College Creek,5,1972,Hard Board,768,Y,768,133000
House 1509,8780,Mitchell,5,1985,Hard Board,833,Y,833,112000
House 1510,7740,Old Town,4,1910,Vinyl Siding,622,Y,1363,125500
House 1511,20544,Northwest Ames,7,1986,Plywood,791,Y,2093,215000
House 1512,12420,College Creek,7,2001,Vinyl Siding,944,Y,1840,230000
House 1513,9600,North Ames,6,1950,Vinyl Siding,856,Y,1668,140000
House 1514,7200,North Ames,4,1949,Brick Face,0,N,1040,90000
House 1515,10994,Sawyer West,8,2005,Vinyl Siding,1844,Y,1844,257000
House 1516,13053,Brookside,6,1923,Wood Siding,833,Y,1848,207000
House 1517,3635,Bloomington Heights,7,2007,Vinyl Siding,1386,Y,1569,175900
House 1518,11340,Old Town,4,1885,Vinyl Siding,777,Y,2290,122500
House 1519,16545,Northridge,8,1998,Vinyl Siding,1284,Y,2450,340000
House 1520,9204,North Ames,5,1963,Hard Board,1144,Y,1144,124000
House 1521,16381,Crawford,6,1969,Plywood,1844,Y,1844,223000
House 1522,11700,Northwest Ames,6,1968,Hard Board,708,Y,1416,179900
House 1523,4043,Northpark Villa,6,1977,Plywood,1069,Y,1069,127500
House 1524,4435,College Creek,6,2003,Vinyl Siding,848,Y,848,136500
House 1525,19690,Edwards,6,1966,Plywood,697,Y,2201,274970
House 1526,9503,North Ames,5,1958,Hard Board,1024,Y,1344,144000
House 1527,10721,North Ames,6,1959,Hard Board,1252,Y,1252,142000
House 1528,10944,Northridge,7,1994,Vinyl Siding,1223,Y,2127,271000
House 1529,10930,North Ames,5,1945,Metal Siding,913,Y,1558,140000
House 1530,7200,Old Town,5,1940,Metal Siding,788,Y,804,119000
House 1531,12546,Northwest Ames,6,1981,Metal Siding,1440,Y,1440,182900
House 1532,21930,Gilbert,5,2005,Vinyl Siding,732,Y,1838,192140
House 1533,4928,Northpark Villa,6,1976,Plywood,958,Y,958,143750
House 1534,10800,Old Town,4,1927,Wood Siding,656,Y,968,64500
House 1535,10261,Gilbert,6,2000,Vinyl Siding,936,Y,1792,186500
House 1536,17400,Mitchell,5,1977,Brick Face,1126,Y,1126,160000
House 1537,8400,North Ames,6,1962,Wood Siding,1319,Y,1537,174000
House 1538,9000,North Ames,4,1971,Hard Board,864,Y,864,120500
House 1539,12444,Northridge Heights,8,2008,Vinyl Siding,1932,Y,1932,394617
House 1540,7407,Old Town,6,1957,Metal Siding,912,Y,1236,149700
House 1541,11584,Northwest Ames,7,1979,Hard Board,539,Y,1725,197000
House 1542,11526,Crawford,6,1922,Metal Siding,588,Y,2555,191000
House 1543,4426,College Creek,6,2004,Vinyl Siding,848,Y,848,149300
House 1544,11003,Somerset,10,2008,Vinyl Siding,1017,Y,2007,310000
House 1545,8854,Brookside,6,1916,Wood Siding,952,N,952,121000
House 1546,8500,College Creek,7,2004,Vinyl Siding,1422,Y,1422,179600
House 1547,8400,Sawyer,6,1966,Vinyl Siding,814,Y,913,129000
House 1548,26142,Mitchell,5,1962,Hard Board,1188,Y,1188,157900
House 1549,10000,College Creek,8,1995,Vinyl Siding,1220,Y,2090,240000
House 1550,11767,Edwards,4,1910,Metal Siding,560,N,1346,112000
House 1551,1533,Meadow Village,5,1970,Cement Board,630,Y,630,92000
House 1552,9000,North Ames,5,1974,Vinyl Siding,896,Y,1792,136000
House 1553,9262,Somerset,8,2008,Cement Board,1573,Y,1578,287090
House 1554,3675,Edwards,5,2005,Vinyl Siding,547,Y,1072,145000
House 1555,17217,Mitchell,5,2006,Vinyl Siding,1140,Y,1140,84500
House 1556,7500,Somerset,7,2004,Vinyl Siding,1221,Y,1221,185000
House 1557,7917,Gilbert,6,1999,Vinyl Siding,953,Y,1647,175000
House 1558,13175,Northwest Ames,6,1978,Plywood,1542,Y,2073,210000
House 1559,9042,Crawford,7,1941,Cement Board,1152,Y,2340,266500
House 1560,9717,North Ames,5,1950,Metal Siding,1078,Y,1078,142125
